"Notes"	"Standard Residence States"	"Standard Residence States Code"	"Mother's Bridged Race/Hispanic Origin"	"Mother's Bridged Race/Hispanic Origin Code"	"Age of Mother Year"	"Age of Mother Year Code"	"Delivery Place"	"Delivery Place Code"	"Delivery Method"	"Delivery Method Code"	Fetal Deaths	Percent of Total Deaths
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"34 years"	"34"	"In Hospital"	"1"	"Cesarean"	"2"	23	0.01
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	98	0.03
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"35 years"	"35"	"In Hospital"	"1"	"Cesarean"	"2"	18	0.00
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	96	0.03
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"36 years"	"36"	"In Hospital"	"1"	"Cesarean"	"2"	15	0.00
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	73	0.02
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"37 years"	"37"	"In Hospital"	"1"	"Cesarean"	"2"	15	0.00
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	64	0.02
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"38 years"	"38"	"In Hospital"	"1"	"Cesarean"	"2"	12	0.00
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	57	0.02
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"39 years"	"39"	"In Hospital"	"1"	"Cesarean"	"2"	11	0.00
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	59	0.02
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"41 years"	"41"	"In Hospital"	"1"	"Vaginal"	"1"	38	0.01
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"42 years"	"42"	"In Hospital"	"1"	"Vaginal"	"1"	35	0.01
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"43 years"	"43"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New Jersey"	"34"	"Non-Hispanic Black"	"7"	"44 years"	"44"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	38	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	50	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	38	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	46	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	53	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"30 years"	"30"	"In Hospital"	"1"	"Cesarean"	"2"	10	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	59	0.02
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	50	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	51	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	41	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	35	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	38	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	25	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New Jersey"	"34"	"Non-Hispanic other races"	"8"	"41 years"	"41"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Jersey"	"34"	"Origin unknown or not stated"	"9"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Jersey"	"34"	"Not Available"	"10"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New Jersey"	"34"	"Not Available"	"10"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Jersey"	"34"	"Not Available"	"10"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New Jersey"	"34"	"Not Available"	"10"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Jersey"	"34"	"Not Available"	"10"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	25	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	31	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	32	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	35	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	34	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	48	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	42	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	31	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	41	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New Jersey"	"34"	"Not Available"	"10"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New Jersey"	"34"	"Not Available"	"10"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New Mexico"	"35"	"Mexican"	"2148-5"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"New Mexico"	"35"	"Mexican"	"2148-5"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"New Mexico"	"35"	"Mexican"	"2148-5"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Mexico"	"35"	"Mexican"	"2148-5"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Mexico"	"35"	"Other and Unknown Hispanic"	"5"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Mexico"	"35"	"Other and Unknown Hispanic"	"5"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Other and Unknown Hispanic"	"5"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Other and Unknown Hispanic"	"5"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Other and Unknown Hispanic"	"5"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	23	0.01
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	21	0.01
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	15	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	17	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New Mexico"	"35"	"Non-Hispanic White"	"6"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New Mexico"	"35"	"Non-Hispanic other races"	"8"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New Mexico"	"35"	"Non-Hispanic other races"	"8"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New York"	"36"	"Mexican"	"2148-5"	"17 years"	"17"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New York"	"36"	"Mexican"	"2148-5"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	30	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	28	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	27	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	33	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	19	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	20	0.01
	"New York"	"36"	"Mexican"	"2148-5"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New York"	"36"	"Mexican"	"2148-5"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New York"	"36"	"Mexican"	"2148-5"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	18	0.00
	"New York"	"36"	"Mexican"	"2148-5"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	10	0.00
	"New York"	"36"	"Mexican"	"2148-5"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	11	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"16 years"	"16"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"17 years"	"17"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	39	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"18 years"	"18"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	41	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	52	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	35	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"21 years"	"21"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	36	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	37	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"23 years"	"23"	"In Hospital"	"1"	"Not Stated"	"9"	15	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	37	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	38	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	56	0.02
	"New York"	"36"	"Puerto Rican"	"2180-8"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	32	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	37	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	47	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	33	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"30 years"	"30"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	29	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"31 years"	"31"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	35	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	34	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"34 years"	"34"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	30	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	24	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	22	0.01
	"New York"	"36"	"Puerto Rican"	"2180-8"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New York"	"36"	"Puerto Rican"	"2180-8"	"41 years"	"41"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New York"	"36"	"Central or South American"	"4"	"17 years"	"17"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New York"	"36"	"Central or South American"	"4"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	25	0.01
	"New York"	"36"	"Central or South American"	"4"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	32	0.01
	"New York"	"36"	"Central or South American"	"4"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	29	0.01
	"New York"	"36"	"Central or South American"	"4"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	45	0.01
	"New York"	"36"	"Central or South American"	"4"	"22 years"	"22"	"In Hospital"	"1"	"Vaginal"	"1"	52	0.01
	"New York"	"36"	"Central or South American"	"4"	"22 years"	"22"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"New York"	"36"	"Central or South American"	"4"	"23 years"	"23"	"In Hospital"	"1"	"Vaginal"	"1"	59	0.02
	"New York"	"36"	"Central or South American"	"4"	"23 years"	"23"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"New York"	"36"	"Central or South American"	"4"	"24 years"	"24"	"In Hospital"	"1"	"Vaginal"	"1"	47	0.01
	"New York"	"36"	"Central or South American"	"4"	"25 years"	"25"	"In Hospital"	"1"	"Vaginal"	"1"	45	0.01
	"New York"	"36"	"Central or South American"	"4"	"25 years"	"25"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"New York"	"36"	"Central or South American"	"4"	"26 years"	"26"	"In Hospital"	"1"	"Vaginal"	"1"	57	0.02
	"New York"	"36"	"Central or South American"	"4"	"26 years"	"26"	"In Hospital"	"1"	"Not Stated"	"9"	16	0.00
	"New York"	"36"	"Central or South American"	"4"	"27 years"	"27"	"In Hospital"	"1"	"Vaginal"	"1"	49	0.01
	"New York"	"36"	"Central or South American"	"4"	"27 years"	"27"	"In Hospital"	"1"	"Not Stated"	"9"	15	0.00
	"New York"	"36"	"Central or South American"	"4"	"28 years"	"28"	"In Hospital"	"1"	"Vaginal"	"1"	55	0.02
	"New York"	"36"	"Central or South American"	"4"	"28 years"	"28"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"New York"	"36"	"Central or South American"	"4"	"29 years"	"29"	"In Hospital"	"1"	"Vaginal"	"1"	45	0.01
	"New York"	"36"	"Central or South American"	"4"	"30 years"	"30"	"In Hospital"	"1"	"Vaginal"	"1"	44	0.01
	"New York"	"36"	"Central or South American"	"4"	"30 years"	"30"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"New York"	"36"	"Central or South American"	"4"	"31 years"	"31"	"In Hospital"	"1"	"Vaginal"	"1"	54	0.01
	"New York"	"36"	"Central or South American"	"4"	"32 years"	"32"	"In Hospital"	"1"	"Vaginal"	"1"	55	0.02
	"New York"	"36"	"Central or South American"	"4"	"32 years"	"32"	"In Hospital"	"1"	"Not Stated"	"9"	11	0.00
	"New York"	"36"	"Central or South American"	"4"	"33 years"	"33"	"In Hospital"	"1"	"Vaginal"	"1"	31	0.01
	"New York"	"36"	"Central or South American"	"4"	"33 years"	"33"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"New York"	"36"	"Central or South American"	"4"	"34 years"	"34"	"In Hospital"	"1"	"Vaginal"	"1"	30	0.01
	"New York"	"36"	"Central or South American"	"4"	"34 years"	"34"	"In Hospital"	"1"	"Not Stated"	"9"	12	0.00
	"New York"	"36"	"Central or South American"	"4"	"35 years"	"35"	"In Hospital"	"1"	"Vaginal"	"1"	43	0.01
	"New York"	"36"	"Central or South American"	"4"	"36 years"	"36"	"In Hospital"	"1"	"Vaginal"	"1"	26	0.01
	"New York"	"36"	"Central or South American"	"4"	"37 years"	"37"	"In Hospital"	"1"	"Vaginal"	"1"	40	0.01
	"New York"	"36"	"Central or South American"	"4"	"38 years"	"38"	"In Hospital"	"1"	"Vaginal"	"1"	33	0.01
	"New York"	"36"	"Central or South American"	"4"	"39 years"	"39"	"In Hospital"	"1"	"Vaginal"	"1"	29	0.01
	"New York"	"36"	"Central or South American"	"4"	"39 years"	"39"	"In Hospital"	"1"	"Cesarean"	"2"	10	0.00
	"New York"	"36"	"Central or South American"	"4"	"39 years"	"39"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"New York"	"36"	"Central or South American"	"4"	"40 years"	"40"	"In Hospital"	"1"	"Vaginal"	"1"	30	0.01
	"New York"	"36"	"Central or South American"	"4"	"41 years"	"41"	"In Hospital"	"1"	"Vaginal"	"1"	12	0.00
	"New York"	"36"	"Central or South American"	"4"	"42 years"	"42"	"In Hospital"	"1"	"Vaginal"	"1"	13	0.00
	"New York"	"36"	"Central or South American"	"4"	"43 years"	"43"	"In Hospital"	"1"	"Vaginal"	"1"	14	0.00
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"16 years"	"16"	"In Hospital"	"1"	"Vaginal"	"1"	16	0.00
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"17 years"	"17"	"In Hospital"	"1"	"Vaginal"	"1"	30	0.01
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"18 years"	"18"	"In Hospital"	"1"	"Vaginal"	"1"	37	0.01
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"18 years"	"18"	"In Hospital"	"1"	"Not Stated"	"9"	10	0.00
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"19 years"	"19"	"In Hospital"	"1"	"Vaginal"	"1"	73	0.02
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"19 years"	"19"	"In Hospital"	"1"	"Not Stated"	"9"	14	0.00
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"20 years"	"20"	"In Hospital"	"1"	"Vaginal"	"1"	65	0.02
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"20 years"	"20"	"In Hospital"	"1"	"Not Stated"	"9"	18	0.00
	"New York"	"36"	"Other and Unknown Hispanic"	"5"	"21 years"	"21"	"In Hospital"	"1"	"Vaginal"	"1"	72	0.02
